probe_id	symbol
5004	105373493	LOC105373493
5005	105373494	LOC105373494
5006	151	ADRA2B
5007	431705	ASTL
5008	1844	DUSP2
5009	56910	STARD7
5010	285033	STARD7-AS1
5011	109623481	SNORA112
5012	55654	TMEM127
5013	9391	CIAO1
5014	23020	SNRNP200
5015	150771	ITPRIPL1
5016	23397	NCAPH
5017	93082	NEURL3
5018	105373496	LOC105373496
5019	10865	ARID5A
5020	55683	KANSL3
5021	90342	FER1L5
5022	81562	LMAN2L
5023	26504	CNNM4
5024	100422928	MIR3127
5025	100506036	CNNM3-DT
5026	26505	CNNM3
5027	200539	ANKRD23
5028	51239	ANKRD39
5029	54910	SEMA4C
5030	51252	FAM178B
5031	101927053	LOC101927053
5032	151313	FAHD2B
5033	375248	ANKRD36
5034	100506076	LOC100506076
5035	107985920	LOC107985920
5036	100506123	APPAT
5037	57730	ANKRD36B
5038	105373499	LOC105373499
5039	1329	COX5B
5040	10120	ACTR1B
5041	728537	C2orf92
5042	7535	ZAP70
5043	23505	TMEM131
5044	107985921	LOC107985921
5045	105373501	LOC105373501
5046	200403	VWA3B
5047	1261	CNGA3
5048	3631	INPP4A
5049	493753	COA5
5050	25972	UNC50
5051	11320	MGAT4A
5052	107985922	LOC107985922
5053	101927070	LINC02611
5054	343990	CRACDL
5055	80705	TSGA10
5056	150590	C2orf15
5057	51601	LIPT1
5058	129531	MITD1
5059	51263	MRPL30
5060	254773	LYG2
5061	129530	LYG1
5062	10190	TXNDC9
5063	107985923	LOC107985923
5064	9669	EIF5B
5065	51455	REV1
5066	3899	AFF3
5067	105373504	LOC105373504
5068	112268421	LOC112268421
5069	150577	LINC01104
5070	164832	LONRF2
5071	9486	CHST10
5072	129521	NMS
5073	105373506	LOC105373506
5074	79031	PDCL3
5075	105373507	LINC01849
5076	107985814	LOC107985814
5077	107985924	LINC01868
5078	105375310	LOC105375310
5079	105373508	LOC105373508
5080	4862	NPAS2
5081	101927142	NPAS2-AS1
5082	6160	RPL31
5083	11138	TBC1D8
5084	105373510	LOC105373510
5085	100506286	TBC1D8-AS1
5086	55571	CNOT11
5087	105373511	LOC105373511
5088	284996	RNF149
5089	692205	SNORD89
5090	105373512	LOC105373512
5091	100847007	MIR5696
5092	200407	CREG2
5093	731220	RFX8
5094	107985925	LINC01870
5095	105373514	LOC105373514
5096	9448	MAP4K4
5097	100506328	LINC01127
5098	7850	IL1R2
5099	107985926	LOC107985926
5100	3554	IL1R1
5101	8808	IL1RL2
5102	9173	IL1RL1
5103	8809	IL18R1
5104	8807	IL18RAP
5105	100616157	MIR4772
5106	389015	SLC9A4
5107	6549	SLC9A2
5108	84804	MFSD9
5109	130827	TMEM182
5110	105373518	LINC01796
5111	105373519	LINC01935
5112	105373520	LOC105373520
5113	107985927	LOC107985927
5114	107985928	LINC01965
5115	105373521	LOC105373521
5116	105373523	LOC105373523
5117	105373522	LOC105373522
5118	100287010	LOC100287010
5119	101927331	LINC01831
5120	150568	LINC01102
5121	101927360	LINC01103
5122	105373524	LOC105373524
5123	105373525	LOC105373525
5124	105373526	LOC105373526
5125	101927383	LOC101927383
5126	284998	LINC01114
5127	100506421	PANTR1
5128	5455	POU3F3
5129	102682016	LINC01159
5130	102724691	MRPS9-AS2
5131	64965	MRPS9
5132	101927492	MRPS9-AS1
5133	105373527	LOC105373527
5134	105373984	LINC01918
5135	105373528	LOC105373528
5136	11250	GPR45
5137	9392	TGFBRAP1
5138	100506473	C2orf49-DT
5139	79074	C2orf49
5140	2274	FHL2
5141	105373529	LOC105373529
5142	105375311	LOC105375311
5143	285000	LINC02946
5144	107985929	LOC107985929
5145	8440	NCK2
5146	105373530	LOC105373530
5147	105373531	LOC105373531
5148	84417	ECRG4
5149	80146	UXS1
5150	107985930	LOC107985930
5151	402096	ANAPC1P6
5152	285189	PLGLA
5153	653489	RGPD3
5154	105373534	LOC105373534
5155	107985931	LOC107985931
5156	927	CD8B2
5157	102724744	LOC102724744
5158	84620	ST6GAL2
5159	105373535	LOC105373535
5160	105373536	LINC01789
5161	105373538	LINC01885
5162	105373537	LINC01886
5163	105373539	LOC105373539
5164	104326057	GACAT1
5165	729121	RGPD4-AS1
5166	285190	RGPD4
5167	60482	SLC5A7
5168	107178918	LINC01593
5169	102724774	LINC01594
5170	442038	SULT1C3
5171	6819	SULT1C2
5172	151234	SULT1C5P
5173	27233	SULT1C4
5174	9648	GCC2
5175	644903	GCC2-AS1
5176	3987	LIMS1
5177	106182118	LIMS1-AS1
5178	5903	RANBP2
5179	165055	CCDC138
5180	10913	EDAR
5181	100287216	SH3RF3-AS1
5182	344558	SH3RF3
5183	100422863	MIR4265
5184	100423027	MIR4266
5185	107985773	LOC107985773
5186	151011	SEPTIN10
5187	65124	SOWAHC
5188	105373545	LOC105373545
5189	107985774	LOC107985774
5190	100506563	LOC100506563
5191	84220	RGPD5
5192	102724848	LOC102724848
5193	100271835	LIMS3-LOC440895
5194	96626	LIMS3
5195	105373547	LOC105373547
5196	440895	LOC440895
5197	440894	LINC01123
5198	112268438	LOC112268438
5199	105373985	LOC105373985
5200	107985775	LOC107985775
5201	105373548	LOC105373548
5202	105373549	LOC105373549
5203	105373986	LOC105373986
5204	100422994	MIR4267
5205	7851	MALL
5206	100616123	MIR4436B1
5207	4867	NPHP1
5208	205251	MTLN
5209	100507334	LOC100507334
5210	100847033	MIR4436B2
5211	105373551	LOC105373551
5212	107985776	LOC107985776
5213	105375809	LOC105375809
5214	151009	LINC01106
5215	100288695	LIMS4
5216	100288570	LOC100288570
5217	105373552	LOC105373552
5218	102724875	LOC102724875
5219	729540	RGPD6
5220	105373553	LOC105373553
5221	699	BUB1
5222	106635550	SNORD132
5223	105373554	LOC105373554
5224	55289	ACOXL
5225	400997	ACOXL-AS1
5226	10018	BCL2L11
5227	541471	MIR4435-2HG
5228	101927283	LOC101927283
5229	100616341	MIR4435-2
5230	105373557	SOCAR
5231	105373559	LOC105373559
5232	107985933	LOC107985933
5233	64682	ANAPC1
5234	100616165	MIR4771-2
5235	10461	MERTK
5236	84910	TMEM87B
5237	105373560	LOC105373560
5238	129804	FBLN7
5239	84524	ZC3H8
5240	376940	ZC3H6
5241	727851	RGPD8
5242	150465	TTL
5243	105373562	LOC105373562
5244	84172	POLR1B
5245	101927330	LOC101927330
5246	84269	CHCHD5
5247	107985934	LOC107985934
5248	400999	SLC20A1-DT
5249	6574	SLC20A1
5250	102724955	LOC102724955
5251	284958	NT5DC4
5252	150468	CKAP2L
5253	3552	IL1A
5254	3553	IL1B
5255	105373563	LOC105373563
5256	27178	IL37
5257	56300	IL36G
5258	27179	IL36A
5259	27177	IL36B
5260	26525	IL36RN
5261	84639	IL1F10
5262	3557	IL1RN
5263	23550	PSD4
5264	7849	PAX8
5265	654433	PAX8-AS1
5266	105373567	LOC105373567
5267	101927400	LINC02966
5268	107985936	LOC107985936
5269	150472	ZNG1B
5270	112268422	LOC112268422
5271	200350	FOXD4L1
5272	101927424	LINC01961
5273	103344932	PGM5P4-AS1
5274	729468	PGM5P4
5275	654412	FAM138B
5276	100302128	MIR1302-3
5277	375260	WASH2P
5278	84771	DDX11L2
5279	118433	RPL23AP7
5280	11159	RABL2A
5281	112268423	LOC112268423
5282	80255	SLC35F5
5283	100616208	MIR4782
5284	105373570	LOC105373570
5285	101060091	ACTR3-AS1
5286	10096	ACTR3
5287	440900	LINC01191
5288	100499194	LINC02992
5289	57628	DPP10
5290	101927591	DPP10-AS3
5291	105373575	LOC105373575
5292	105373574	LOC105373574
5293	107985937	LOC107985937
5294	389023	DPP10-AS1
5295	107985938	LOC107985938
5296	105373572	LOC105373572
5297	105373576	LOC105373576
5298	8886	DDX18
5299	107985939	LOC107985939
5300	54520	CCDC93
5301	101929908	LOC101929908
5302	102723413	LOC102723413
5303	107985940	LOC107985940
5304	51141	INSIG2
5305	100506797	THORLNC
5306	105373578	LOC105373578
5307	107985815	LOC107985815
5308	105373579	LOC105373579
5309	101927709	LOC101927709
5310	2019	EN1
5311	8685	MARCO
5312	165257	C1QL2
5313	107985941	LOC107985941
5314	55240	STEAP3
5315	100874111	STEAP3-AS1
5316	105373581	LOC105373581
5317	130355	C2orf76
5318	1622	DBI
5319	140738	TMEM37
5320	6344	SCTR
5321	107105282	SCTR-AS1
5322	200373	CFAP221
5323	80775	TMEM177
5324	101927764	LOC101927764
5325	5775	PTPN4
5326	107985817	LOC107985817
5327	57669	EPB41L5
5328	105373582	LOC105373582
5329	79134	TMEM185B
5330	105373583	LOC105373583
5331	5899	RALB
5332	105373584	LOC105373584
5333	105373989	LOC105373989
5334	3625	INHBB
5335	84931	LINC01101
5336	105373585	LOC105373585
5337	2736	GLI2
5338	105373587	LOC105373587
5339	105373588	LOC105373588
5340	29842	TFCP2L1
5341	23332	CLASP1
5342	107985942	CLASP1-AS1
5343	100151683	RNU4ATAC
5344	254128	NIFK-AS1
5345	84365	NIFK
5346	7247	TSN
5347	105373590	LOC105373590
5348	101927801	LINC01823
5349	105373592	LOC105373592
5350	105373591	LOC105373591
5351	105373593	LOC105373593
5352	107985943	LOC107985943
5353	105373594	LOC105373594
5354	105373595	LOC105373595
5355	105373596	LOC105373596
5356	107985818	LINC01826
5357	107985819	LOC107985819
5358	107985820	CNTNAP5-DT
5359	129684	CNTNAP5
5360	105373598	LOC105373598
5361	105373597	LINC01889
5362	105373600	LINC01941
5363	105373601	LOC105373601
5364	105373602	LOC105373602
5365	2995	GYPC
5366	105373603	LOC105373603
5367	101929926	TEX51
5368	105373604	LOC105373604
5369	274	BIN1
5370	105373605	LOC105373605
5371	339761	CYP27C1
5372	2071	ERCC3
5373	10746	MAP3K2
5374	100506922	MAP3K2-DT
5375	5624	PROC
5376	100616187	MIR4783
5377	105373608	LOC105373608
5378	55677	IWS1
5379	4648	MYO7B
5380	105373609	LOC105373609
5381	101927834	LOC101927834
5382	55679	LIMS2
5383	2840	GPR17
5384	55339	WDR33
5385	84826	SFT2D3
5386	5433	POLR2D
5387	83607	AMMECR1L
5388	107985944	LOC107985944
5389	79595	SAP130
5390	56886	UGGT1
5391	9394	HS6ST1
5392	105373610	LOC105373610
5393	105373611	LOC105373611
5394	101927881	LOC101927881
5395	151121	LINC01854
5396	105373612	LOC105373612
5397	105373613	LOC105373613
5398	105373614	LOC105373614
5399	107985945	LOC107985945
5400	105373615	LINC02572
5401	105373616	LOC105373616
5402	389033	PLAC9P1
5403	101927924	LINC01856
5404	100131320	RAB6C-AS1
5405	84084	RAB6C
5406	440905	FAR2P1
5407	728378	POTEF
5408	105373617	POTEF-AS1
5409	285103	MED15P9
5410	91409	CCDC74B
5411	55627	SMPD4
5412	80097	MZT2B
5413	112714	TUBA3E
5414	100189418	TRE-TTC1-1
5415	84317	CCDC115
5416	92856	IMP4
5417	26469	PTPN18
5418	105373618	LOC105373618
5419	100216479	FAR2P2
5420	646802	CYP4F62P
5421	653269	POTEI
5422	653275	CFC1B
5423	646743	PRSS40B
5424	107985778	LOC107985778
5425	150527	PRSS40A
5426	55997	CFC1
5427	653781	POTEJ
5428	100132708	CYP4F30P
5429	344561	GPR148
5430	205147	AMER3
5431	50649	ARHGEF4
5432	130074	FAM168B
5433	55041	PLEKHB2
5434	445582	POTEE
5435	112268424	LOC112268424
5436	440910	LOC440910
5437	150786	RAB6D
5438	112268425	LOC112268425
5439	389043	LINC01120
5440	401010	NOC2LP2
5441	653784	MZT2A
5442	113457	TUBA3D
5443	100616378	MIR4784
5444	150776	SMPD4BP
5445	90557	CCDC74A
5446	440915	POTEKP
5447	101927994	LINC01087
5448	29798	C2orf27A
5449	408029	CDRT15P3
5450	101928067	LINC01945
5451	554226	ANKRD30BL
5452	100313824	MIR663B
5453	105373622	LOC105373622
5454	646915	ZNF285CP
5455	339742	FAM201B
5456	2863	GPR39
5457	113218485	MIR9986
5458	116372	LYPD1
5459	105373623	LOC105373623
5460	344148	NCKAP5
5461	101928185	NCKAP5-AS1
5462	112268439	LOC112268439
5463	101928161	NCKAP5-AS2
5464	105373627	LOC105373627
5465	105373628	LOC105373628
5466	4249	MGAT5
5467	100500878	MIR3679
5468	81615	TMEM163
5469	105373629	LOC105373629
5470	130013	ACMSD
5471	100847069	MIR5590
5472	100129961	CCNT2-AS1
5473	905	CCNT2
5474	80122	MAP3K19
5475	22930	RAB3GAP1
5476	109616967	SNORA40B
5477	84083	ZRANB3
5478	23518	R3HDM1
5479	406915	MIR128-1
5480	107985946	LOC107985946
5481	23190	UBXN4
5482	3938	LCT
5483	100507600	LCT-AS1
5484	4175	MCM6
5485	1615	DARS1
5486	101928243	DARS1-AS1
5487	112268426	LOC112268426
5488	7852	CXCR4
5489	107985947	LOC107985947
5490	105373633	LOC105373633
5491	80731	THSD7B
5492	105373634	LOC105373634
5493	101928273	LOC101928273
5494	3176	HNMT
5495	107985948	LOC107985948
5496	105373636	LOC105373636
5497	105373635	LINC01832
5498	105373637	SPOPL-DT
5499	339745	SPOPL
5500	11249	NXPH2
5501	647012	YY1P2
5502	105373639	LOC105373639
5503	105373640	LOC105373640
5504	107985821	LOC107985821
5505	105373643	LOC105373643
5506	105373641	LOC105373641
5507	105373644	LOC105373644
5508	105373645	LOC105373645
5509	105373647	LINC01853
5510	107985822	LOC107985822
5511	53353	LRP1B
5512	102465692	MIR7157
5513	105373649	LOC105373649
5514	107985779	LOC107985779
5515	105373648	LOC105373648
5516	105373651	LOC105373651
5517	107985823	LOC107985823
5518	105373652	LOC105373652
5519	8942	KYNU
5520	55843	ARHGAP15
5521	107985949	LOC107985949
5522	101928361	LOC101928361
5523	105373654	ARHGAP15-AS1
5524	101928386	LOC101928386
5525	79712	GTDC1
5526	9839	ZEB2
5527	100303491	ZEB2-AS1
5528	101928455	LINC01412
5529	105373656	LINC02993
5530	401014	TEX41
5531	105373663	LOC105373663
5532	105373662	LINC01966
5533	100505498	LOC100505498
5534	105373664	LOC105373664
5535	105373665	LOC105373665
5536	105373666	LOC105373666
5537	105373667	LOC105373667
5538	728773	PABPC1P2
5539	105373669	LINC01911
5540	105373668	LOC105373668
5541	107985824	LOC107985824
5542	92	ACVR2A
5543	5000	ORC4
5544	105373674	LOC105373674
5545	55777	MBD5
5546	105373673	LOC105373673
5547	26122	EPC2
5548	101928526	LOC101928526
5549	3800	KIF5C
5550	112267889	KIF5C-AS1
5551	101928553	LOC101928553
5552	130576	LYPD6B
5553	105373678	LOC105373678
5554	105373677	LOC105373677
5555	105373679	LOC105373679
5556	130574	LYPD6
5557	113218495	MIR9899
5558	27249	MMADHC
5559	101929231	MMADHC-DT
5560	105373680	LOC105373680
5561	150596	LINC01931
5562	105373682	LOC105373682
5563	105373684	LINC01818
5564	105373683	LINC01817
5565	105373685	LOC105373685
5566	390	RND3
5567	101929260	LINC01920
5568	101929282	LINC02612
5569	105373686	LOC105373686
5570	107985825	LOC107985825
5571	107985826	LOC107985826
5572	375287	RBM43
5573	9111	NMI
5574	107985827	LOC107985827
5575	101929319	LOC101929319
5576	7130	TNFAIP6
5577	100616392	MIR4773-1
5578	100616418	MIR4773-2
5579	55183	RIF1
5580	4703	NEB
5581	101929356	LOC101929356
5582	26225	ARL5A
5583	785	CACNB4
5584	10254	STAM2
5585	105373689	LOC105373689
5586	105373688	LOC105373688
5587	114793	FMNL2
5588	105373690	LOC105373690
5589	55660	PRPF40A
5590	151188	ARL6IP6
5591	105373691	LOC105373691
5592	107985950	LOC107985950
5593	107985951	LINC01850
5594	56475	RPRM
5595	114805	GALNT13
5596	100144595	LOC100144595
5597	105373692	LOC105373692
5598	105373694	LOC105373694
5599	105373693	LOC105373693
5600	3760	KCNJ3
5601	105373696	LOC105373696
5602	107985952	LOC107985952
5603	105373698	LOC105373698
5604	105373699	LOC105373699
5605	105373700	LOC105373700
5606	107985953	LOC107985953
5607	107985828	LOC107985828
5608	105373703	LOC105373703
5609	101929378	LINC01876
5610	4929	NR4A2
5611	440918	FLJ46875
5612	100189021	TRA-CGC3-1
5613	100189208	TRG-GCC2-2
5614	2820	GPD2
5615	105373707	LOC105373707
5616	105373708	LINC01958
5617	107985955	LOC107985955
5618	105373710	LOC105373710
5619	105373709	LOC105373709
5620	11227	GALNT5
5621	57471	ERMN
5622	728066	FAM133DP
5623	105373711	LOC105373711
5624	9595	CYTIP
5625	105373712	LOC105373712
5626	130399	ACVR1C
5627	105373713	LOC105373713
5628	90	ACVR1
5629	105373714	LOC105373714
5630	151531	UPP2
5631	554201	CCDC148-AS1
5632	130940	CCDC148
5633	8502	PKP4
5634	105373715	LOC105373715
5635	107985780	LOC107985780
5636	100129029	PKP4-AS1
5637	92196	DAPL1
5638	85461	TANC1
5639	102465535	MIR6888
5640	105373716	LOC105373716
5641	151525	WDSUB1
5642	29994	BAZ2B
5643	643072	BAZ2B-AS1
5644	64844	MARCHF7
5645	100526664	LY75-CD302
5646	9936	CD302
5647	4065	LY75
5648	22925	PLA2R1
5649	105373717	LOC105373717
5650	3694	ITGB6
5651	100505984	LINC02478
5652	5937	RBMS1
5653	100616364	MIR4785
5654	105373718	LOC105373718
5655	105373719	TANK-AS1
5656	10010	TANK
5657	101929512	PSMD14-DT
5658	100996579	LINC01806
5659	10213	PSMD14
5660	10716	TBR1
5661	105373720	LOC105373720
5662	285116	AHCTF1P1
5663	57282	SLC4A10
5664	105373722	LOC105373722
5665	1803	DPP4
5666	100131604	DPP4-DT
5667	101929532	LOC101929532
5668	2641	GCG
5669	2191	FAP
5670	105373724	LOC105373724
5671	64135	IFIH1
5672	25801	GCA
5673	90134	KCNH7
5674	101929570	KCNH7-AS1
5675	105373727	LOC105373727
5676	107985829	LOC107985829
5677	105373728	LOC105373728
5678	55137	FIGN
5679	107985957	LOC107985957
5680	2888	GRB14
5681	22837	COBLL1
5682	100337591	SNORA70F
5683	101929633	LOC101929633
5684	151258	SLC38A11
5685	6328	SCN3A
5686	6326	SCN2A
5687	80034	CSRNP3
5688	2591	GALNT3
5689	105373730	LOC105373730
5690	100506124	LOC100506124
5691	79809	TTC21B
5692	100506134	TTC21B-AS1
5693	102724058	LOC102724058
5694	6323	SCN1A
5695	101929680	SCN1A-AS1
5696	6335	SCN9A
5697	6332	SCN7A
5698	107985958	LOC107985958
5699	129446	XIRP2
5700	100874011	XIRP2-AS1
5701	8708	B3GALT1
5702	105616981	B3GALT1-AS1
5703	27347	STK39
5704	107985959	LOC107985959
5705	105373733	LOC105373733
5706	105373734	LOC105373734
5707	102724081	LOC102724081
5708	253782	CERS6
5709	100616356	MIR4774
5710	100861402	CERS6-AS1
5711	115677	NOSTRIN
5712	57405	SPC25
5713	57818	G6PC2
5714	8647	ABCB11
5715	10170	DHRS9
5716	4036	LRP2
5717	129880	BBS5
5718	10324	KLHL41
5719	79675	FASTKD1
5720	9360	PPIG
5721	129881	CFAP210
5722	493911	PHOSPHO2
5723	100526832	PHOSPHO2-KLHL23
5724	151230	KLHL23
5725	6741	SSB
5726	29081	METTL5
5727	109617017	SNORD3K
5728	130507	UBR3
5729	140469	MYO3B
5730	105373735	LOC105373735
5731	101929753	MYO3B-AS1
5732	100130256	LOC100130256
5733	101926913	ERICH2-DT
5734	440925	LINC01124
5735	389058	SP5
5736	285141	ERICH2
5737	2571	GAD1
5738	26003	GORASP2
5739	9874	TLK1
5740	107983995	LOC107983995
5741	105373737	LOC105373737
5742	79828	METTL8
5743	80067	DCAF17
5744	79901	CYBRD1
5745	1781	DYNC1I2
5746	8604	SLC25A12
5747	105373739	LOC105373739
5748	105373740	LOC105373740
5749	8520	HAT1
5750	254042	METAP1D
5751	1745	DLX1
5752	1746	DLX2
5753	104326193	DLX2-DT
5754	105373741	LOC105373741
5755	107985960	LOC107985960
5756	105376738	LOC105376738
5757	105373742	LOC105373742
5758	3655	ITGA6
5759	101929947	ITGA6-AS1
5760	5163	PDK1
5761	91149	RAPGEF4-AS1
5762	11069	RAPGEF4
5763	51776	MAP3K20
5764	339751	MAP3K20-AS1
5765	105373743	LOC105373743
5766	83879	CDCA7
5767	105373744	LOC105373744
5768	107985961	LOC107985961
5769	105373745	LOC105373745
5770	6670	SP3
5771	100128905	LINC01960
5772	105373746	LOC105373746
5773	29789	OLA1
5774	285084	LINC01305
5775	102724194	LOC102724194
5776	100131390	SP9
5777	9541	CIR1
5778	79634	SCRN3
5779	151556	GPR155
5780	105373748	GPR155-DT
5781	7456	WIPF1
5782	440926	H3P6
5783	1134	CHRNA1
5784	105373750	LOC105373750
5785	1123	CHN1
5786	1386	ATF2
5787	100126350	MIR933
5788	518	ATP5MC3
5789	105373752	LOC105373752
5790	107985962	LOC107985962
5791	80856	LNPK
5792	107985830	LOC107985830
5793	344191	EVX2
5794	3239	HOXD13
5795	3238	HOXD12
5796	107985805	LOC107985805
5797	3237	HOXD11
5798	3236	HOXD10
5799	3235	HOXD9
5800	100129455	LOC100129455
5801	3234	HOXD8
5802	100506783	HOXD-AS2
5803	401021	LOC401021
5804	406903	MIR10B
5805	3233	HOXD4
5806	3232	HOXD3
5807	401022	HAGLR
5808	102800310	HAGLROS
5809	3231	HOXD1
5810	102465802	MIR7704
5811	10651	MTX2
5812	100302142	MIR1246
5813	105373754	LOC105373754
5814	375295	LINC01116
5815	102724224	LINC01117
5816	105369143	LOC105369143
5817	101929963	LOC101929963
5818	105373757	LOC105373757
5819	107985966	LOC107985966
5820	105373756	LOC105373756
5821	107985965	LOC107985965
5822	105373760	LOC105373760
5823	105373759	LOC105373759
5824	220988	HNRNPA3
5825	100616394	MIR4444-1
5826	4780	NFE2L2
5827	100422824	MIR3128
5828	100130691	LOC100130691
5829	102465255	MIR6512
5830	8540	AGPS
5831	105373762	LOC105373762
5832	150737	TTC30B
5833	92104	TTC30A
5834	50940	PDE11A
5835	105373764	PDE11A-AS1
5836	129831	RBM45
5837	114880	OSBPL6
5838	101927027	CHROMR
5839	8575	PRKRA
5840	494513	PJVK
5841	51661	FKBP7
5842	65977	PLEKHA3
5843	100506866	TTN-AS1
5844	7273	TTN
5845	101927055	LOC101927055
5846	285025	CCDC141
5847	105373766	LOC105373766
5848	91404	SESTD1
5849	151126	ZNF385B
5850	101927073	LOC101927073
5851	107985967	LOC107985967
5852	100302172	MIR1258
5853	57703	CWC22
5854	105373767	EPCART
5855	105373768	LOC105373768
5856	105373769	LOC105373769
5857	105373770	LOC105373770
5858	101669767	SCHLAP1
5859	105373771	LOC105373771
5860	105373772	UBE2E3-DT
5861	10477	UBE2E3
5862	107985831	LOC107985831
5863	101927156	LINC01934
5864	100616213	MIR4437
5865	3676	ITGA4
5866	375298	CERKL
5867	4760	NEUROD1
5868	6744	ITPRID2
5869	151242	PPP1R1C
5870	102724288	LOC102724288
5871	5136	PDE1A
5872	101929976	LOC101929976
5873	54431	DNAJC10
5874	2487	FRZB
5875	10787	NCKAP1
5876	142679	DUSP19
5877	129401	NUP35
5878	105373774	LOC105373774
5879	105373775	LOC105373775
5880	105373777	LOC105373777
5881	102724340	LOC102724340
5882	105373776	LOC105373776
5883	100616305	MIR548AE1
5884	107985968	LOC107985968
5885	105373779	LOC105373779
5886	105373780	LOC105373780
5887	91752	ZNF804A
5888	105373782	LOC105373782
5889	105373781	LOC105373781
5890	107985832	LOC107985832
5891	101927196	FSIP2-AS2
5892	107985782	LOC107985782
5893	401024	FSIP2
5894	107985781	FSIP2-AS1
5895	107985783	LOC107985783
5896	101927217	LINC01473
5897	105373785	LOC105373785
5898	55854	ZC3H15
5899	107985784	LOC107985784
5900	3685	ITGAV
5901	165215	FAM171B
5902	151112	ZSWIM2
5903	105373786	CALCRL-AS1
5904	10203	CALCRL
5905	7035	TFPI
5906	105373788	LOC105373788
5907	104355152	LINC01090
5908	51454	GULP1
5909	693146	MIR561
5910	105373790	LOC105373790
5911	116093	DIRC1
5912	105373791	LOC105373791
5913	1281	COL3A1
5914	100302219	MIR1245A
5915	100616324	MIR1245B
5916	100500837	MIR3606
5917	1290	COL5A2
5918	100422908	MIR3129
5919	101927252	LOC101927252
5920	84128	WDR75
5921	30061	SLC40A1
5922	54529	ASNSD1
5923	110599588	ASDURF
5924	105373793	LOC105373793
5925	150709	ANKAR
5926	64172	OSGEPL1
5927	101409258	OSGEPL1-AS1
5928	94101	ORMDL1
5929	5378	PMS1
5930	105373796	LOC105373796
5931	84281	C2orf88
5932	105373795	LOC105373795
5933	2660	MSTN
5934	105373794	LOC105373794
5935	26275	HIBCH
5936	3628	INPP1
5937	54842	MFSD6
5938	105373802	LOC105373802
5939	100131211	NEMP2
5940	105376748	NEMP2-DT
5941	4664	NAB1
5942	2744	GLS
5943	6772	STAT1
5944	105373805	STAT4-AS1
5945	107985785	LOC107985785
5946	6775	STAT4
5947	105373804	LOC105373804
5948	4430	MYO1B
5949	107985833	LOC107985833
5950	64859	NABP1
5951	105747689	NABP1-OT1
5952	105373811	LOC105373811
5953	105373812	LOC105373812
5954	729254	LOC729254
5955	8436	CAVIN2
5956	23671	TMEFF2
5957	105373813	CAVIN2-AS1
5958	101927366	LOC101927366
5959	105376754	LOC105376754
5960	112268441	LOC112268441
5961	64002	PCGEM1
5962	107985969	LOC107985969
5963	105373815	LOC105373815
5964	101927406	LINC01821
5965	105373816	LOC105373816
5966	105376755	LOC105376755
5967	101927431	LINC01790
5968	105373817	LOC105373817
5969	105373818	LINC01827
5970	57181	SLC39A10
5971	56171	DNAH7
5972	107985972	LOC107985972
5973	105373819	LOC105373819
5974	9262	STK17B
5975	101927454	LOC101927454
5976	57520	HECW2
5977	101927482	HECW2-AS1
5978	105373822	LOC105373822
5979	105373821	LOC105373821
5980	105373823	LOC105373823
5981	284992	CCDC150
5982	100130452	LOC100130452
5983	9330	GTF3C3
5984	401027	C2orf66
5985	80055	PGAP1
5986	91526	ANKRD44
5987	101927596	ANKRD44-AS1
5988	105373826	LOC105373826
5989	101927547	ANKRD44-IT1
5990	105373824	ANKRD44-DT
5991	23451	SF3B1
5992	80219	COQ10B
5993	3329	HSPD1
5994	106635540	SNORA105B
5995	100529241	HSPE1-MOB4
5996	3336	HSPE1
5997	25843	MOB4
5998	130132	RFTN2
5999	92935	MARS2
6000	66037	BOLL
6001	105373828	LOC105373828
6002	5334	PLCL1
6003	101927619	LINC01923
6004	105373831	LOC105373831
6005	105373830	LOC105373830
6006	23314	SATB2
6007	150538	SATB2-AS1
6008	101927641	LINC01877
6009	348751	FTCDNL1
6010	101927687	LOC101927687
6011	205327	C2orf69
6012	129450	TYW5
6013	79568	MAIP1
6014	105373833	LOC105373833
6015	26010	SPATS2L
6016	107985786	LOC107985786
6017	101927741	LOC101927741
6018	130535	KCTD18
6019	151246	SGO2
6020	316	AOX1
6021	107161151	AOX3P-AOX2P
6022	100507140	LINC01792
6023	101927795	BZW1-AS1
6024	9689	BZW1
6025	1195	CLK1
6026	53938	PPIL3
6027	60491	NIF3L1
6028	4999	ORC2
6029	105373835	LOC105373835
6030	285172	HYCC2
6031	4709	NDUFB3
6032	105373836	LOC105373836
6033	8837	CFLAR
6034	65072	CFLAR-AS1
6035	843	CASP10
6036	841	CASP8
6037	130540	FLACC1
6038	66008	TRAK2
6039	55437	STRADB
6040	151254	C2CD6
6041	65062	TMEM237
6042	58538	MPP4
6043	57679	ALS2
6044	65061	CDK15
6045	8324	FZD7
6046	100652824	KIAA2012
6047	729224	KIAA2012-AS1
6048	7341	SUMO1
6049	51602	NOP58
6050	692110	SNORD70
6051	109616995	SNORD70B
6052	100113392	SNORD11B
6053	692058	SNORD11
6054	107985976	LOC107985976
6055	659	BMPR2
6056	150864	FAM117B
6057	130026	ICA1L
6058	55759	WDR12
6059	79800	CARF
6060	65065	NBEAL1
6061	57404	CYP20A1
6062	10152	ABI2
6063	65059	RAPH1
6064	940	CD28
6065	1493	CTLA4
6066	101927840	LOC101927840
6067	29851	ICOS
6068	105373845	LOC105373845
6069	117583	PARD3B
